IATA_ID,Name,WMO_ID,MSC_ID,Latitude,Longitude,Elevation(m),Data_Provider,Dataset/Network,AUTO/MAN,Province/Territory
CXYH,YOHIN,71020,2204300,61.241900,-123.741700,205.100,MSC,CA,AUTO,Northwest Territories
CXZC,MOOSONEE RCS,71309,6075435,51.290444,-80.617031,10.700,MSC,CA,AUTO,Ontario
CXZV,SEPT-ILES,71279,7047914,50.218000,-66.241400,52.600,MSC,CA,AUTO,Quebec
CYAB,CYAB,,2400399,73.006390,-85.047320,21.900,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYAB,CYAB,,2400401,73.006390,-85.047320,21.900,NAV CANADA,NC-HWOS,MAN,Nunavut
CYAH,CYAH,71003,7093714,53.754720,-73.675280,306.300,NAV CANADA,NC-AWOS,AUTO,Quebec
CYAM,CYAM,71260,6057591,46.485060,-84.509610,192.000,NAV CANADA,NC-HWOS,MAN,Ontario
CYAS,CYAS,,7113384,60.027220,-69.999170,123.800,NAV CANADA,NC-AWOS,AUTO,Quebec
CYAS,CYAS,,7113383,60.027220,-69.999170,123.800,NAV CANADA,NC-HWOS,MAN,Quebec
CYAT,CYAT,71653,6010400,52.927590,-82.431980,9.100,NAV CANADA,NC-AWOS,AUTO,Ontario
CYAW,Shearwater,,8205090,44.630000,-63.500000,44.000,,,MAN,Nova Scotia
CYAY,CYAY,71819,8403389,51.391950,-56.083060,32.900,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYAZ,CYAZ,71106,1038210,49.082120,-125.772400,24.500,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYAZ,CYAZ,71106,1038204,49.082120,-125.772400,24.500,NAV CANADA,NC-HWOS,MAN,British Columbia
CYBB,CYBB,,2303095,68.535910,-89.805400,15.500,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYBB,CYBB,,2303091,68.535910,-89.805400,15.500,NAV CANADA,NC-HWOS,MAN,Nunavut
CYBC,CYBC,71691,7040444,49.132500,-68.204350,21.600,NAV CANADA,NC-AWOS,AUTO,Quebec
CYBD,CYBD,,1060848,52.387630,-126.595770,35.700,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYBD,CYBD,,1060845,52.387630,-126.595770,35.700,NAV CANADA,NC-HWOS,MAN,British Columbia
CYBG,Bagotville,71727,7060400,48.330000,-71.000000,159.000,,,MAN,Quebec
CYBK,CYBK,71926,2300504,64.298810,-96.077650,18.600,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYBK,CYBK,71926,2300503,64.298810,-96.077650,18.600,NAV CANADA,NC-HWOS,MAN,Nunavut
CYBL,CYBL,,1021270,49.952040,-125.273050,108.800,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYBL,CYBL,,1021267,49.952040,-125.273050,108.800,NAV CANADA,NC-HWOS,MAN,British Columbia
CYBN,BORDEN AWOS,71534,611B002,44.271667,-79.912500,222.200,DND,RA,AUTO,Ontario
CYBQ,CYBQ,71272,5062835,58.706110,-98.512220,281.300,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYBR,CYBR,71140,5010481,49.910000,-99.952230,409.300,NAV CANADA,NC-HWOS,MAN,Manitoba
CYBU,CYBU,71130,4075525,53.332730,-104.008800,371.900,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYBV,CYBV,,5030204,52.358890,-97.017940,222.200,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYBV,CYBV,,5030201,52.358890,-97.017940,222.200,NAV CANADA,NC-HWOS,MAN,Manitoba
CYBW,CYBW,,3031109,51.105320,-114.371490,1200.900,NAV CANADA,NC-AWOS,AUTO,Alberta
CYBX,CYBX,71808,7040816,51.443610,-57.185280,37.200,NAV CANADA,NC-AWOS,AUTO,Quebec
CYBX,CYBX,71808,7040815,51.443610,-57.185280,37.200,NAV CANADA,NC-HWOS,MAN,Quebec
CYCA,CYCA,71818,8501106,53.669170,-57.047220,17.000,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYCB,CYCB,71925,2400603,69.107920,-105.137120,31.100,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYCB,CYCB,71925,2400601,69.107920,-105.137120,31.100,NAV CANADA,NC-HWOS,MAN,Nunavut
CYCD,CYCD,,1025365,49.054550,-123.870120,28.000,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYCD,CYCD,,1025369,49.054550,-123.870120,28.000,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCG,CYCG,,1141460,49.296230,-117.632510,495.600,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYCG,CYCG,,1141456,49.296230,-117.632510,495.600,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCK,CYCK,,6131414,42.305830,-82.082500,196.600,NAV CANADA,NC-AWOS,AUTO,Ontario
CYCO,CYCO,71938,2300905,67.816700,-115.143910,22.600,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYCO,CYCO,71938,2300903,67.816700,-115.143910,22.600,NAV CANADA,NC-HWOS,MAN,Nunavut
CYCP,CYCP,,1160902,52.116920,-119.284530,690.400,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYCP,CYCP,,1160898,52.116920,-119.284530,690.400,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCQ,CYCQ,,1181513,55.687220,-121.626650,609.600,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYCQ,CYCQ,,1181507,55.687220,-121.626650,609.600,NAV CANADA,NC-HWOS,MAN,British Columbia
CYCS,CYCS,,2300710,63.347110,-90.731160,9.800,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYCS,CYCS,,2300701,63.347110,-90.731160,9.800,NAV CANADA,NC-HWOS,MAN,Nunavut
CYCX,GAGETOWN AWOS A,71701,8101794,45.839000,-66.450000,50.600,DND,RA,AUTO,New Brunswick
CYCY,CYCY,71090,2400803,70.485920,-68.516940,26.500,NAV CANADA,NC-HWOS,MAN,Nunavut
CYDA,CYDA,,2100407,64.042110,-139.130310,370.300,NAV CANADA,NC-AWOS,AUTO,Yukon
CYDA,CYDA,,2100401,64.042110,-139.130310,370.300,NAV CANADA,NC-HWOS,MAN,Yukon
CYDB,CYDB,71001,2100181,61.370660,-139.039950,806.200,NAV CANADA,NC-AWOS,AUTO,Yukon
CYDC,CYDC,,1126518,49.467890,-120.512470,701.700,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYDC,CYDC,,1126511,49.467890,-120.512470,701.700,NAV CANADA,NC-HWOS,MAN,British Columbia
CYDF,CYDF,71809,8401502,49.209170,-57.394440,21.900,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYDL,CYDL,71686,1192341,58.422310,-130.031510,802.800,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYDN,CYDN,71036,5040689,51.100830,-100.052500,304.500,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYDP,CYDP,71902,8502810,56.550560,-61.682220,6.700,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYDP,CYDP,71902,8502801,56.550560,-61.682220,6.700,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYDQ,CYDQ,71471,1182289,55.742260,-120.183060,654.700,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYED,EDMONTON NAMAO AWOS A,71121,3012212,53.667000,-113.467000,687.930,DND,RA,AUTO,Alberta
CYED,Edmonton Namao,71121,3012210,53.670000,-113.480000,688.000,,,MAN,Alberta
CYEG,CYEG,71123,3012216,53.309880,-113.579500,723.300,NAV CANADA,NC-HWOS,MAN,Alberta
CYEK,CYEK,71174,2300427,61.093970,-94.071590,10.400,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYEK,CYEK,71174,2300428,61.093970,-94.071590,10.400,NAV CANADA,NC-HWOS,MAN,Nunavut
CYEN,CYEN,71862,4012403,49.210310,-102.965740,580.300,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYER,CYER,71099,6012501,56.018970,-87.676210,15.800,NAV CANADA,NC-AWOS,AUTO,Ontario
CYET,CYET,71167,3062239,53.578890,-116.465000,926.900,NAV CANADA,NC-AWOS,AUTO,Alberta
CYEV,CYEV,,2202571,68.303780,-133.483120,67.700,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYFB,CYFB,,2402596,63.756570,-68.556110,33.500,NAV CANADA,NC-HWOS,MAN,Nunavut
CYFC,CYFC,71700,8101505,45.868890,-66.537220,20.400,NAV CANADA,NC-AWOS,AUTO,New Brunswick
CYFO,CYFO,,5050973,54.678070,-101.681890,304.200,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYFO,CYFO,,5050961,54.678070,-101.681890,304.200,NAV CANADA,NC-HWOS,MAN,Manitoba
CYFR,CYFR,,2202010,61.180810,-113.689650,160.300,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYFS,CYFS,71946,2202104,61.760250,-121.238010,169.200,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYFS,CYFS,71946,2202103,61.760250,-121.238010,169.200,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYFT,CYFT,,8502580,55.077220,-59.187500,70.400,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYFT,CYFT,,8502588,55.077220,-59.187500,70.400,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYGE,CYGE,,1173214,51.299170,-116.982500,784.900,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYGE,CYGE,,1173209,51.299170,-116.982500,784.900,NAV CANADA,NC-HWOS,MAN,British Columbia
CYGH,CYGH,,2201406,66.240630,-128.647600,81.400,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYGH,CYGH,,2201401,66.240630,-128.647600,81.400,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYGK,CYGK,,6104152,44.225870,-76.596600,92.400,NAV CANADA,NC-AWOS,AUTO,Ontario
CYGK,CYGK,,6104149,44.225870,-76.596600,92.400,NAV CANADA,NC-HWOS,MAN,Ontario
CYGL,CYGL,71827,7093716,53.625280,-77.704170,194.800,NAV CANADA,NC-HWOS,MAN,Quebec
CYGP,CYGP,71188,7052602,48.775280,-64.479720,34.100,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGP,CYGP,71188,7052601,48.775280,-64.479720,34.100,NAV CANADA,NC-HWOS,MAN,Quebec
CYGQ,CYGQ,71834,6042718,49.778690,-86.938550,348.400,NAV CANADA,NC-AWOS,AUTO,Ontario
CYGQ,CYGQ,71834,6042717,49.778690,-86.938550,348.400,NAV CANADA,NC-HWOS,MAN,Ontario
CYGR,CYGR,71709,7053254,47.425070,-61.777340,10.700,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGR,CYGR,71709,7053250,47.425070,-61.777340,10.700,NAV CANADA,NC-HWOS,MAN,Quebec
CYGT,CYGT,,2402546,69.364660,-81.816480,52.700,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYGT,CYGT,,2402541,69.364660,-81.816480,52.700,NAV CANADA,NC-HWOS,MAN,Nunavut
CYGV,CYGV,71584,7043019,50.281940,-63.611390,37.800,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGW,CYGW,,7103537,55.281940,-77.765280,12.200,NAV CANADA,NC-AWOS,AUTO,Quebec
CYGX,CYGX,71912,5061025,56.357720,-94.710700,145.100,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYGX,CYGX,71912,5061022,56.357720,-94.710700,145.100,NAV CANADA,NC-HWOS,MAN,Manitoba
CYHA,CYHA,,7116273,61.046390,-69.617770,32.300,NAV CANADA,NC-AWOS,AUTO,Quebec
CYHA,CYHA,,7116271,61.046390,-69.617770,32.300,NAV CANADA,NC-HWOS,MAN,Quebec
CYHD,CYHD,71527,6032125,49.831670,-92.744160,412.700,NAV CANADA,NC-AWOS,AUTO,Ontario
CYHE,CYHE,71187,1113542,49.368330,-121.498060,39.000,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYHI,CYHI,,2502503,70.762830,-117.806000,36.000,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYHI,CYHI,,2502502,70.762830,-117.806000,36.000,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYHK,CYHK,71597,2302337,68.635560,-95.850280,46.900,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYHK,CYHK,71597,2302336,68.635560,-95.850280,46.900,NAV CANADA,NC-HWOS,MAN,Nunavut
CYHM,CYHM,71263,6153193,43.173660,-79.935080,237.700,NAV CANADA,NC-HWOS,MAN,Ontario
CYHU,CYHU,71371,7027329,45.518060,-73.416990,27.400,NAV CANADA,NC-AWOS,AUTO,Quebec
CYHY,CYHY,71935,2202403,60.839780,-115.782800,164.900,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYHY,CYHY,71935,2202401,60.839780,-115.782800,164.900,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYHZ,CYHZ,71395,8202249,44.881190,-63.508710,145.400,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYHZ,CYHZ,71395,8202251,44.881190,-63.508710,145.400,NAV CANADA,NC-HWOS,MAN,Nova Scotia
CYIK,CYIK,,7103329,62.417220,-77.925280,38.700,NAV CANADA,NC-AWOS,AUTO,Quebec
CYIK,CYIK,,7103328,62.417220,-77.925280,38.700,NAV CANADA,NC-HWOS,MAN,Quebec
CYIN,CYIN,71717,1161662,51.250000,-121.683330,1126.200,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYIO,CYIO,71095,2403206,72.689510,-77.968930,61.600,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYIV,CYIV,71145,5061374,53.857130,-94.653670,235.600,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYIV,CYIV,71145,5061375,53.857130,-94.653670,235.600,NAV CANADA,NC-HWOS,MAN,Manitoba
CYJF,CYJF,,2201581,60.235560,-123.470000,215.800,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYJT,CYJT,71815,8403801,48.541450,-58.549910,24.700,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYKA,CYKA,71887,1163781,50.702510,-120.448610,345.300,NAV CANADA,NC-HWOS,MAN,British Columbia
CYKD,CYKD,,2200105,68.223400,-135.005780,6.400,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYKD,CYKD,,2200101,68.223400,-135.005780,6.400,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYKF,CYKF,71368,6144239,43.460770,-80.378720,321.500,NAV CANADA,NC-AWOS,AUTO,Ontario
CYKG,CYKG,,7113380,61.588610,-71.929440,157.600,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKG,CYKG,,7113379,61.588610,-71.929440,157.600,NAV CANADA,NC-HWOS,MAN,Quebec
CYKJ,CYKJ,71499,4063757,57.256390,-105.617500,511.800,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYKL,CYKL,71921,7117823,54.805280,-66.805270,520.900,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKO,CYKO,,7100072,60.818610,-78.148610,23.200,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKO,CYKO,,7100071,60.818610,-78.148610,23.200,NAV CANADA,NC-HWOS,MAN,Quebec
CYKP,CYKP,71652,6075786,51.658110,-85.901110,181.100,NAV CANADA,NC-AWOS,AUTO,Ontario
CYKQ,CYKQ,,7098898,51.473320,-78.758390,24.100,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKQ,CYKQ,,7098896,51.473320,-78.758390,24.100,NAV CANADA,NC-HWOS,MAN,Quebec
CYKY,CYKY,71129,4043899,51.515150,-109.180560,693.700,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYKY,CYKY,71129,4043901,51.515150,-109.180560,693.700,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYKZ,CYKZ,71639,6158409,43.860800,-79.368600,198.100,NAV CANADA,NC-AWOS,AUTO,Ontario
CYLA,CYLA,,7110601,59.296670,-69.599720,36.900,NAV CANADA,NC-AWOS,AUTO,Quebec
CYLC,CYLC,,2402673,62.848060,-69.877190,51.500,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYLD,CYLD,71642,6061365,47.820180,-83.346890,448.100,NAV CANADA,NC-AWOS,AUTO,Ontario
CYLD,CYLD,71642,6061362,47.820180,-83.346890,448.100,NAV CANADA,NC-HWOS,MAN,Ontario
CYLH,CYLH,,6014351,52.195420,-87.934080,254.200,NAV CANADA,NC-AWOS,AUTO,Ontario
CYLJ,CYLJ,71125,4065063,54.125390,-108.522900,480.700,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYLJ,CYLJ,71125,4065057,54.125390,-108.522900,480.700,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYLK,CYLK,,2202690,62.418190,-110.682240,178.600,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYLK,CYLK,,2202687,62.418190,-110.682240,178.600,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYLL,CYLL,71871,3013959,53.310580,-110.074160,668.700,NAV CANADA,NC-AWOS,AUTO,Alberta
CYLL,CYLL,71871,3013958,53.310580,-110.074160,668.700,NAV CANADA,NC-HWOS,MAN,Alberta
CYLT,Alert,,2400302,82.520000,-62.280000,31.000,,,MAN,Nunavut
CYLU,CYLU,,7113391,58.711390,-65.992770,66.100,NAV CANADA,NC-AWOS,AUTO,Quebec
CYLU,CYLU,,7113390,58.711390,-65.992770,66.100,NAV CANADA,NC-HWOS,MAN,Quebec
CYLW,CYLW,71203,1123939,49.957220,-119.377780,429.400,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYMA,CYMA,71965,2100702,63.616390,-135.868330,503.800,NAV CANADA,NC-AWOS,AUTO,Yukon
CYMA,CYMA,71965,2100701,63.616390,-135.868330,503.800,NAV CANADA,NC-HWOS,MAN,Yukon
CYMH,CYMH,71339,8502592,52.302820,-55.847840,10.700,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYMJ,Moose Jaw,,4015320,50.330000,-105.570000,577.000,,,MAN,Saskatchewan
CYMM,CYMM,71689,3062697,56.653200,-111.223330,369.100,NAV CANADA,NC-AWOS,AUTO,Alberta
CYMO,CYMO,71398,6075420,51.292030,-80.608340,9.100,NAV CANADA,NC-AWOS,AUTO,Ontario
CYMT,CYMT,71822,7091409,49.771860,-74.527970,387.100,NAV CANADA,NC-AWOS,AUTO,Quebec
CYMU,CYMU,,7108564,56.536110,-76.518330,76.500,NAV CANADA,NC-AWOS,AUTO,Quebec
CYMU,CYMU,,7108566,56.536110,-76.518330,76.500,NAV CANADA,NC-HWOS,MAN,Quebec
CYMX,CYMX,,7034900,45.680420,-74.038710,82.300,NAV CANADA,NC-HWOS,MAN,Quebec
CYNA,CYNA,71513,7045398,50.190000,-61.788890,11.900,NAV CANADA,NC-AWOS,AUTO,Quebec
CYNC,CYNC,,7098908,53.010560,-78.831110,20.100,NAV CANADA,NC-AWOS,AUTO,Quebec
CYND,CYND,,7032685,45.521670,-75.563610,64.300,NAV CANADA,NC-AWOS,AUTO,Quebec
CYND,CYND,,7032682,45.521670,-75.563610,64.300,NAV CANADA,NC-HWOS,MAN,Quebec
CYNE,CYNE,71410,5062040,53.958290,-97.844160,223.700,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYNM,CYNM,71947,7094636,49.761670,-77.802780,279.800,NAV CANADA,NC-AWOS,AUTO,Quebec
CYOC,CYOC,,2100807,67.570080,-139.839890,250.200,NAV CANADA,NC-AWOS,AUTO,Yukon
CYOC,CYOC,,2100801,67.570080,-139.839890,250.200,NAV CANADA,NC-HWOS,MAN,Yukon
CYOD,Cold Lake,71120,3081680,54.410000,-110.280000,541.000,,,MAN,Alberta
CYOJ,CYOJ,71066,3073140,58.621580,-117.164670,338.000,NAV CANADA,NC-AWOS,AUTO,Alberta
CYOJ,CYOJ,71066,3073141,58.621580,-117.164670,338.000,NAV CANADA,NC-HWOS,MAN,Alberta
CYOO,CYOO,71697,6155875,43.922830,-78.896740,139.900,NAV CANADA,NC-AWOS,AUTO,Ontario
CYOW,CYOW,71628,6106001,45.322500,-75.667270,114.900,NAV CANADA,NC-HWOS,MAN,Ontario
CYOY,VALCARTIER A,71716,7018573,46.900000,-71.503000,167.600,DND,RA,AUTO,Quebec
CYPA,CYPA,71869,4056241,53.214620,-105.673490,428.200,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYPC,CYPC,,2203055,69.360660,-124.075710,4.600,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYPC,CYPC,,2203056,69.360660,-124.075710,4.600,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYPD,CYPD,71041,8204495,45.656670,-61.368060,114.900,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYPE,CYPE,71068,3075041,56.227290,-117.447080,570.600,NAV CANADA,NC-HWOS,MAN,Alberta
CYPG,Portage Southport,,5012320,49.900000,-98.270000,270.000,,,MAN,Manitoba
CYPH,CYPH,71306,7103280,58.471940,-78.076940,25.000,NAV CANADA,NC-AWOS,AUTO,Quebec
CYPL,CYPL,71845,6016528,51.446390,-90.214170,386.200,NAV CANADA,NC-AWOS,AUTO,Ontario
CYPO,CYPO,,6016298,54.988060,-85.443340,52.700,NAV CANADA,NC-AWOS,AUTO,Ontario
CYPQ,CYPQ,71436,6166415,44.230540,-78.363200,191.400,NAV CANADA,NC-AWOS,AUTO,Ontario
CYPR,CYPR,71022,1066482,54.285890,-130.444670,35.400,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYPW,CYPW,,1046396,49.834080,-124.500340,129.500,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYPW,CYPW,,1046395,49.834080,-124.500340,129.500,NAV CANADA,NC-HWOS,MAN,British Columbia
CYPX,CYPX,,7106223,60.052110,-77.287610,25.300,NAV CANADA,NC-AWOS,AUTO,Quebec
CYPY,CYPY,71305,3072655,58.767220,-111.117230,232.000,NAV CANADA,NC-AWOS,AUTO,Alberta
CYQA,CYQA,71532,6115529,44.974720,-79.303330,281.900,NAV CANADA,NC-AWOS,AUTO,Ontario
CYQB,CYQB,,7016293,46.791200,-71.393310,74.400,NAV CANADA,NC-HWOS,MAN,Quebec
CYQD,CYQD,71867,5052882,53.971290,-101.091050,270.900,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYQF,CYQF,71878,3025481,52.182290,-113.894480,904.600,NAV CANADA,NC-HWOS,MAN,Alberta
CYQG,CYQG,71538,6139530,42.275560,-82.955560,189.600,NAV CANADA,NC-AWOS,AUTO,Ontario
CYQH,CYQH,,2101202,60.116440,-128.822420,687.400,NAV CANADA,NC-AWOS,AUTO,Yukon
CYQH,CYQH,,2101201,60.116440,-128.822420,687.400,NAV CANADA,NC-HWOS,MAN,Yukon
CYQI,CYQI,71603,8206496,43.832500,-66.086110,36.600,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYQI,CYQI,71603,8206495,43.832500,-66.086110,36.600,NAV CANADA,NC-HWOS,MAN,Nova Scotia
CYQK,CYQK,71850,6034076,49.788330,-94.363110,409.700,NAV CANADA,NC-HWOS,MAN,Ontario
CYQL,CYQL,71267,3033875,49.630280,-112.799720,929.000,NAV CANADA,NC-AWOS,AUTO,Alberta
CYQL,CYQL,71267,3033881,49.630280,-112.799720,929.000,NAV CANADA,NC-HWOS,MAN,Alberta
CYQM,CYQM,71705,8103202,46.112210,-64.678580,70.700,NAV CANADA,NC-AWOS,AUTO,New Brunswick
CYQM,CYQM,71705,8103201,46.112210,-64.678580,70.700,NAV CANADA,NC-HWOS,MAN,New Brunswick
CYQQ,Comox,,1021830,49.710000,-124.890000,26.000,,,MAN,British Columbia
CYQR,CYQR,,4016566,50.432190,-104.666050,577.600,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYQT,CYQT,71072,6048262,48.372000,-89.321700,199.300,NAV CANADA,NC-HWOS,MAN,Ontario
CYQU,CYQU,71940,3072921,55.179970,-118.884690,669.000,NAV CANADA,NC-HWOS,MAN,Alberta
CYQV,CYQV,71292,4019075,51.264810,-102.461320,498.300,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYQW,CYQW,71876,4045695,52.769250,-108.243720,548.500,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYQX,CYQX,71803,8401703,48.937020,-54.568130,151.200,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYQY,CYQY,71707,8205703,46.161390,-60.048060,61.900,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYQY,CYQY,71707,8205701,46.161390,-60.048060,61.900,NAV CANADA,NC-HWOS,MAN,Nova Scotia
CYQZ,CYQZ,71192,1096629,53.026080,-122.510370,545.000,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYRA,CYRA,,2203365,64.116120,-117.309720,220.400,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYRA,CYRA,,2203362,64.116120,-117.309720,220.400,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYRB,CYRB,71924,2403497,74.716910,-94.969340,67.700,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYRB,CYRB,71924,2403498,74.716910,-94.969340,67.700,NAV CANADA,NC-HWOS,MAN,Nunavut
CYRJ,CYRJ,71728,7066687,48.520000,-72.265560,178.600,NAV CANADA,NC-AWOS,AUTO,Quebec
CYRJ,CYRJ,71728,7066686,48.520000,-72.265560,178.600,NAV CANADA,NC-HWOS,MAN,Quebec
CYRL,CYRL,71854,6016971,51.067090,-93.793050,385.900,NAV CANADA,NC-AWOS,AUTO,Ontario
CYRL,CYRL,71854,6016970,51.067090,-93.793050,385.900,NAV CANADA,NC-HWOS,MAN,Ontario
CYRQ,CYRQ,,7018561,46.351570,-72.680460,60.700,NAV CANADA,NC-AWOS,AUTO,Quebec
CYRT,CYRT,71083,2303405,62.810660,-92.114620,32.300,NAV CANADA,NC-HWOS,MAN,Nunavut
CYRV,CYRV,71685,1176745,50.966890,-118.184470,444.700,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYSB,CYSB,71730,6068153,46.625550,-80.797840,348.400,NAV CANADA,NC-HWOS,MAN,Ontario
CYSC,CYSC,71610,7028123,45.438480,-71.691350,241.400,NAV CANADA,NC-AWOS,AUTO,Quebec
CYSF,CYSF,71132,4067799,59.250280,-105.841390,249.700,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYSJ,CYSJ,71609,8104901,45.316160,-65.890120,108.800,NAV CANADA,NC-HWOS,MAN,New Brunswick
CYSK,CYSK,,2303660,56.536900,-79.250130,33.500,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYSK,CYSK,,2303666,56.536900,-79.250130,33.500,NAV CANADA,NC-HWOS,MAN,Nunavut
CYSM,CYSM,71934,2202203,60.020280,-111.961950,205.100,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYSM,CYSM,71934,2202201,60.020280,-111.961950,205.100,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYSN,CYSN,,6137304,43.191670,-79.171670,97.800,NAV CANADA,NC-AWOS,AUTO,Ontario
CYSN,CYSN,,6137286,43.191670,-79.171670,97.800,NAV CANADA,NC-HWOS,MAN,Ontario
CYSP,CYSP,,6044967,48.755280,-86.344440,314.600,NAV CANADA,NC-AWOS,AUTO,Ontario
CYSP,CYSP,,6044963,48.755280,-86.344440,314.600,NAV CANADA,NC-HWOS,MAN,Ontario
CYSY,CYSY,,2503649,71.993650,-125.241470,86.000,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYSY,CYSY,,2503651,71.993650,-125.241470,86.000,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYTE,CYTE,71366,2400637,64.230230,-76.524860,48.100,NAV CANADA,NC-AWOS,AUTO,Nunavut
